Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Code
Cameron McGrone,24,IND,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,,McGrCa00
Isaiah McGuire,23,CLE,DE,16,3,0,0,0,0,0,3,0,0,0,0,2.5,36,18,18,8,9,0,,McGuIs00
Kenny McIntosh,24,SEA,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,McInKe00
Tanner McKee,24,PHI,QB,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,McKeTa01
Takkarist McKinley,29,NYJ,DL,7,0,0,0,0,0,0,0,0,0,0,0,0.5,9,4,5,1,2,0,,McKiTa00
Xavier McKinney,26,GNB,S,17,17,8,128,0,48,11,0,1,1,7,0,1,88,60,28,2,1,0,PBAP-1,McKiXa00
Kool-Aid McKinstry,22,NOR,CB,15,9,0,0,0,0,6,0,0,0,0,0,0,42,32,10,2,0,0,,McKiKo00
Jaleel McLaughlin,24,DEN,RB,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,McLaJa00
Terry McLaurin,29,WAS,WR,17,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,PBAP-2,McLaTe00
Rodney McLeod,34,CLE,S,17,5,0,0,0,0,5,0,0,1,25,1,0,39,28,11,2,0,0,,McLeRo00
Brandon McManus,33,GNB,K,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,McMaBr01
Raekwon McMillan,28,2TM,LB,11,4,0,0,0,0,1,0,0,0,0,0,0,46,25,21,1,0,0,,McMiRa02
Ja'Quan McMillian,24,DEN,CB,17,9,2,44,1,44,10,1,0,0,0,0,1,81,61,20,4,2,0,,McMiJa00
Patrick McMorris,23,MIA,S,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,McMoPa00
Alim McNeill,24,DET,DL,14,14,0,0,0,0,1,1,0,0,0,0,3.5,25,17,8,7,7,0,,McNeAl00
Jeremy McNichols,29,WAS,RB,17,1,0,0,0,0,0,0,0,2,0,0,0,10,5,5,0,0,0,,McNiJe00
Patrick Mekari,27,BAL,OL,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,MekaPa00
Ifeatu Melifonwu,25,DET,S,3,3,0,0,0,0,0,0,0,0,0,0,1,10,8,2,1,2,0,,MeliIf00
Bo Melton,25,GNB,WR,17,0,0,0,0,0,0,0,0,2,0,0,0,3,1,2,0,0,0,,MeltBo00
Max Melton,22,ARI,CB,17,3,0,0,0,0,5,1,0,0,0,0,0,51,36,15,2,0,0,,MeltMa00
Kaevon Merriweather,25,TAM,S,14,5,0,0,0,0,1,0,0,1,1,0,1,17,11,6,0,1,0,,MerrKa00
D.K. Metcalf,27,SEA,WR,15,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,MetcDK00
John Metchie,24,HOU,WR,13,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,MetcJo00
Josh Metellus,26,MIN,S,17,10,2,16,0,12,5,1,0,0,0,0,0,103,63,40,2,6,0,,MeteJo00
Matt Milano,30,BUF,LB,4,4,0,0,0,0,0,0,0,2,0,0,0,16,7,9,1,2,0,,MilaMa00
Dante Miller,25,NYG,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,MillDa04
Kolton Miller,29,LVR,T,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,MillKo00
Ryan Miller,24,TAM,WR,11,3,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,,MillRy01
Scott Miller,27,PIT,WR,13,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,MillSc01
Ventrell Miller,25,JAX,LB,15,9,0,0,0,0,3,1,0,0,0,0,0,80,53,27,4,0,0,,MillVe00
Von Miller,35,BUF,LB,13,0,0,0,0,0,0,0,0,0,0,0,6,17,13,4,7,8,0,,MillVo00
Jalen Mills,30,NYJ,S,9,8,1,0,0,0,6,1,0,0,0,0,0,44,17,27,1,0,0,,MillJa02
Joe Milton,24,NWE,QB,1,0,0,0,0,0,0,0,1,0,-5,0,0,0,0,0,0,0,0,,MiltJo00
Jordan Mims,25,NOR,RB,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,MimsJo00
Marvin Mims,22,DEN,WR,17,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,PBAP-1,MimsMa00
Jonathan Mingo,23,CAR,WR,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,MingJo00
Gardner Minshew II,28,LVR,QB,10,9,0,0,0,0,0,0,6,1,-13,0,0,0,0,0,0,0,0,,MinsGa00
Adonai Mitchell,22,IND,WR,17,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,MitcAd00
Cameron Mitchell,23,CLE,CB,17,1,0,0,0,0,2,0,0,0,0,0,0,24,16,8,1,0,0,,MitcCa01
Quinyon Mitchell,23,PHI,CB,16,16,0,0,0,0,12,0,0,0,0,0,0,46,37,9,0,0,0,,MitcQu00
Tre'von Moehrig,25,LVR,S,17,17,2,28,0,16,10,0,0,2,0,0,1,104,64,40,5,3,0,,MoehTr00
Elijah Molden,25,LAC,CB,15,12,3,28,0,25,7,0,0,2,0,0,0,75,43,32,2,0,0,,MoldEl00
Jarius Monroe,24,NYJ,S,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,,MonrJa00
David Montgomery,27,DET,RB,14,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,,MontDa01
Jeremiah Moon,26,PIT,LB,13,1,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,,MoonJe00
D.J. Moore,27,CHI,WR,17,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,MoorD.00
David Moore,29,CAR,WR,17,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,MoorDa03
Kenny Moore,29,IND,CB,15,15,3,28,0,12,7,0,0,1,38,1,0.5,78,51,27,4,2,0,,MoorKe03
Tarvarius Moore,28,CHI,S,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,,MoorTa00
Fabian Moreau,30,MIN,CB,7,0,0,0,0,0,1,0,0,0,0,0,0,7,6,1,0,0,0,,MoreFa00
Mike Morris,23,SEA,DE,15,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,,MorrMi00
Quintin Morris,25,BUF,TE,16,3,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,,MorrQu00
Nicholas Morrow,29,BUF,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,,MorrNi00
Mitch Morse,32,JAX,OL,17,17,0,0,0,0,0,0,2,1,-7,0,0,0,0,0,0,0,0,,MorsMi00
Arron Mosby,25,GNB,DL,16,0,0,0,0,0,2,0,0,0,0,0,0.5,12,6,6,1,2,0,,MosbAr00
C.J. Mosley,32,NYJ,LB,4,3,0,0,0,0,0,0,0,0,0,0,0,17,13,4,0,0,0,,MoslC.00
Riley Moss,24,DEN,CB,14,14,1,0,0,0,8,1,0,1,0,0,0,86,65,21,1,0,0,,MossRi00
Zack Moss,27,CIN,RB,8,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,MossZa00
Raheem Mostert,32,MIA,RB,13,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,MostRa00
Darius Muasau,23,NYG,LB,15,7,1,1,0,1,1,0,0,0,0,0,0,55,26,29,3,1,0,,MuasDa00
Al-Quadin Muhammad,29,DET,DL,9,2,0,0,0,0,1,0,0,0,0,0,3,11,8,3,4,5,0,,MuhaAl00
Israel Mukuamu,25,DAL,S,17,0,2,20,0,15,2,0,0,0,0,0,0,19,13,6,0,1,0,,MukuIs00
Chad Muma,25,JAX,LB,17,3,0,0,0,0,0,0,0,0,0,0,0,32,12,20,0,0,0,,MumaCh00
Byron Murphy,26,MIN,CB,17,17,6,2,0,2,14,1,0,0,0,0,0,81,62,19,6,0,0,PB,MurpBy00
Byron Murphy,22,SEA,DT,14,9,0,0,0,0,0,0,0,0,0,0,0.5,36,12,24,2,1,0,,MurpBy01
Caleb Murphy,25,2TM,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,MurpCa00
Gabriel Murphy,24,MIN,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,MurpGa00
Myles Murphy,22,CIN,DE,13,0,0,0,0,0,1,0,0,0,0,0,0,20,11,9,1,4,0,,MurpMy00
Sean Murphy-Bunting,27,ARI,CB,15,15,3,2,0,2,5,2,0,0,0,0,0,52,30,22,3,0,0,,BuntSe00
Eric Murray,30,HOU,S,17,14,1,0,0,0,10,0,0,0,0,0,1,75,50,25,2,2,0,,MurrEr00
Kenneth Murray,26,TEN,LB,14,14,1,6,0,6,2,1,0,0,0,0,3.5,95,57,38,8,5,0,,MurrKe00
Kyler Murray,27,ARI,QB,17,17,0,0,0,0,0,0,8,3,-4,0,0,0,0,0,0,0,0,,MurrKy00
Tanner Muse,28,JAX,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,MuseTa00
Malik Mustapha,22,SFO,S,16,12,1,1,0,1,5,0,0,0,0,0,0,72,32,40,2,0,0,,MustMa00
Jason Myers,33,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,MyerJa00
Malik Nabers,21,NYG,WR,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,NabeMa00
Jalen Nailor,25,MIN,WR,17,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,NailJa00
Ryan Neal,29,TAM,S,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,NealRy00
Siran Neal,30,MIA,CB,17,0,0,0,0,0,2,0,0,0,0,0,0,11,9,2,0,0,0,,NealSi00
Nik Needham,28,MIA,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,NeedNi00
Anthony Nelson,27,TAM,OLB,17,6,0,0,0,0,1,1,0,1,0,0,4,40,25,15,6,13,0,,NelsAn01
Greg Newsome II,24,CLE,CB,13,3,1,-2,0,-2,5,0,0,0,0,0,0,27,24,3,0,0,0,,NewsGr00
Jer'Zhan Newton,22,WAS,DT,16,11,0,0,0,0,1,1,0,1,2,0,2,44,19,25,6,7,0,,NewtJe00
Josh Newton,24,CIN,CB,17,6,1,12,0,12,7,0,0,0,0,0,0,31,27,4,1,0,0,,NewtJo00
Yannick Ngakoue,29,2TM,LB,11,0,0,0,0,0,0,0,0,0,0,0,1.5,14,5,9,1,6,0,,NgakYa00
Bilal Nichols,28,ARI,DL,6,5,0,0,0,0,0,0,0,0,0,0,0,10,6,4,1,1,0,,NichBi00
Ben Niemann,29,DET,LB,17,4,0,0,0,0,1,0,0,1,0,0,0,25,11,14,0,0,0,,NiemBe00
Nick Niemann,27,LAC,LB,13,0,0,0,0,0,1,0,0,0,0,0,0,21,11,10,0,0,0,,NiemNi00
Bo Nix,24,DEN,QB,17,17,0,0,0,0,0,0,3,2,-2,0,0,0,0,0,0,0,0,,NixxBo00
Keisean Nixon,27,GNB,CB,17,15,1,16,0,16,7,3,0,0,0,0,3,88,61,27,8,6,0,,NixoKe00
Maema Njongmeta,23,CIN,LB,17,1,0,0,0,0,0,0,0,2,0,0,0,13,7,6,0,0,0,,NjonMa00
Derrick Nnadi,28,KAN,DT,17,1,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,,NnadDe00
Trevor Nowaske,26,DET,LB,14,2,1,8,0,8,1,0,0,0,0,0,2,23,15,8,2,4,0,,NowaTr00
Tyler Nubin,23,NYG,S,13,13,0,0,0,0,1,1,0,1,2,0,0,98,57,41,4,0,0,,NubiTy00
Rakeem Nunez-Roches,31,NYG,DL,15,15,0,0,0,0,2,0,0,0,0,0,2,52,14,38,2,6,0,,NuneRa00
Kene Nwangwu,26,NYJ,RB,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,,NwanKe00
Uchenna Nwosu,28,SEA,LB,6,2,0,0,0,0,1,0,0,0,0,0,1,14,8,6,1,5,0,,NwosUc00
Aidan O'Connell,26,LVR,QB,9,7,0,0,0,0,0,0,2,0,-6,0,0,0,0,0,0,0,0,,OConAi00
Patrick O'Connell,26,SEA,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,OConPa01
Pat O'Connor,31,DET,DL,12,0,0,0,0,0,0,0,0,0,0,0,1,18,5,13,2,1,0,,OConPa00
Brian O'Neill,29,MIN,T,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,ONeiBr00
Efe Obada,32,WAS,DE,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,,ObadEf00
Dayo Odeyingbo,25,IND,DE,17,14,0,0,0,0,0,2,0,1,0,0,3,31,13,18,7,17,0,,OdeyDa00
Osa Odighizuwa,26,DAL,DT,17,17,0,0,0,0,1,1,0,0,0,0,4.5,47,25,22,5,23,0,,OdigOs00
George Odum,31,SFO,S,12,2,0,0,0,0,4,0,0,0,0,0,0,16,14,2,0,0,0,,OdumGe00
Rome Odunze,22,CHI,WR,17,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,OdunRo00
Emmanuel Ogbah,31,MIA,LB,16,16,1,0,0,0,2,1,0,0,0,0,5,49,27,22,9,11,0,,OgbaEm00
Amen Ogbongbemiga,26,CHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,1,13,7,6,1,1,0,,OgboAm00
Otito Ogbonnia,23,LAC,DT,17,17,0,0,0,0,0,0,0,0,0,0,0,37,14,23,0,3,0,,OgboOt00
Andrew Ogletree,26,IND,TE,17,6,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,,OgleAn00
Dare Ogunbowale,30,HOU,RB,17,1,0,0,0,0,0,1,0,0,0,0,0,6,3,3,0,0,0,,OgunDa00
Larry Ogunjobi,30,PIT,DT,15,12,0,0,0,0,0,0,0,0,0,0,1.5,41,16,25,5,7,0,,OgunLa00
David Ojabo,24,BAL,OLB,13,0,0,0,0,0,0,0,0,0,0,0,2,9,5,4,2,6,0,,OjabDa00
Moro Ojomo,23,PHI,DT,17,1,0,0,0,0,0,0,0,0,0,0,0,20,6,14,0,5,0,,OjomMo00
Azeez Ojulari,24,NYG,OLB,11,5,0,0,0,0,0,0,0,1,0,0,6,28,12,16,7,10,0,,OjulAz00
Ty Okada,25,SEA,FS,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,,OkadTy00
Bobby Okereke,28,NYG,LB,12,12,0,0,0,0,3,3,0,2,1,0,2,93,47,46,6,2,0,,OkerBo00
Chigoziem Okonkwo,25,TEN,TE,17,11,0,0,0,0,0,0,2,0,0,0,0,4,3,1,0,0,0,,OkonCh00
Ogbonnia Okoronkwo,29,CLE,DE,16,5,0,0,0,0,0,1,0,0,0,0,3,23,15,8,5,6,0,,OkorOg00
Sam Okuayinonu,26,SFO,DL,16,3,0,0,0,0,1,1,0,0,0,0,3,35,25,10,6,7,0,,OkuaSa00
Jeff Okudah,25,HOU,CB,6,0,0,0,0,0,1,0,0,0,0,0,0,9,8,1,0,0,0,,OkudJe00
Julian Okwara,27,ARI,OLB,13,1,0,0,0,0,1,0,0,0,0,0,1,18,10,8,3,2,0,,OkwaJu00
Kitan Oladapo,24,GNB,S,9,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,,OladKi00
Chris Oladokun,27,KAN,QB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,OladCh00
Chris Olave,24,NOR,WR,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,OlavCh00
Bryce Oliver,24,TEN,WR,10,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,,OlivBr02
Ed Oliver,27,BUF,DT,14,14,0,0,0,0,0,3,0,0,0,0,3,29,14,15,5,13,0,,OlivEd00
Isaiah Oliver,28,NYJ,CB,17,7,0,0,0,0,3,0,0,0,0,0,1,57,42,15,2,2,0,,OlivIs00
Segun Olubi,25,IND,LB,17,0,0,0,0,0,0,1,0,1,18,0,0,12,6,6,0,0,0,,OlubSe00
Foyesade Oluokun,29,JAX,LB,13,13,1,0,0,0,7,0,0,0,0,0,1,108,60,48,6,1,0,,OluoFo00
Olusegun Oluwatimi,25,SEA,C,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,OluwOl00
Charles Omenihu,27,KAN,DE,6,1,0,0,0,0,0,1,0,0,0,0,1,6,4,2,0,1,0,,OmenCh00
Michael Onwenu,27,NWE,OL,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,OnweMi00
Levi Onwuzurike,26,DET,DL,16,10,0,0,0,0,0,1,0,0,0,0,1.5,28,16,12,1,13,0,,OnwuLe00
David Onyemata,32,ATL,DL,17,16,0,0,0,0,1,0,0,0,0,0,3,45,23,22,8,5,0,,OnyeDa00
Ruke Orhorhoro,23,ATL,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,1,1,0,,OrhoRu00
Anfernee Orji,24,NOR,LB,16,2,0,0,0,0,0,0,0,0,0,0,0,30,16,14,2,0,0,,OrjiAn00
Amani Oruwariye,28,DAL,CB,7,4,1,0,0,0,3,0,1,0,0,0,0,29,23,6,1,0,0,,OruwAm00
Matthew Orzech,29,GNB,LS,17,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,OrzeMa00
Joseph Ossai,24,CIN,DE,17,3,0,0,0,0,1,2,0,0,0,0,5,46,26,20,4,15,0,,OssaJo00
Esezi Otomewo,26,JAX,DT,4,2,0,0,0,0,0,0,0,1,0,0,0.5,4,0,4,0,2,0,,OtomEs00
Cade Otton,25,TAM,TE,14,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,,OttoCa00
DeMarvion Overshown,24,DAL,LB,13,12,1,23,1,23,4,1,0,1,0,0,5,90,56,34,8,5,0,,OverDe00
Odafe Oweh,26,BAL,OLB,17,10,0,0,0,0,0,1,0,0,0,0,10,39,25,14,9,23,0,,OwehJa00
Jonathan Owens,29,CHI,S,17,5,1,0,0,0,2,1,0,2,13,0,0,49,30,19,1,0,0,,OwenJo01
Tyler Owens,23,WAS,S,12,0,0,0,0,0,0,1,0,0,0,0,0,11,7,4,0,0,0,,OwenTy00
Jeremiah Owusu-Koramoah,25,CLE,LB,8,8,1,0,0,0,3,1,0,0,0,0,3,61,39,22,10,4,0,,OwusJe00
Ivan Pace,24,MIN,LB,11,10,1,6,0,6,1,0,0,1,36,1,3,72,36,36,7,7,0,,PaceIv00
Trey Palmer,23,TAM,WR,15,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,PalmTr00
Owen Pappoe,24,ARI,LB,16,1,0,0,0,0,2,1,0,0,0,0,0,28,18,10,0,0,0,,PappOw00
Colby Parkinson,25,LAR,TE,17,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,ParkCo02
Micah Parsons,25,DAL,LB,13,13,0,0,0,0,1,2,0,0,0,0,12,43,30,13,12,23,0,PB,ParsMi00
Zach Pascal,30,ARI,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,PascZa00
Josh Paschal,25,DET,DL,14,10,0,0,0,0,0,0,0,1,0,0,2,21,15,6,5,8,0,,PascJo00
Cordarrelle Patterson,33,PIT,RB,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,PattCo00
Kwity Paye,26,IND,DE,15,15,0,0,0,0,1,1,0,0,0,0,8,41,29,12,10,12,0,,PayeKw00
Daron Payne,27,WAS,DT,17,17,0,0,0,0,2,0,0,0,0,0,4,42,22,20,5,7,0,,PaynDa00
Rico Payton,25,NOR,CB,16,0,0,0,0,0,1,0,0,0,0,0,0,11,6,5,0,0,0,,PaytRi00
Jayden Peevy,25,CAR,DT,4,0,0,0,0,0,1,1,0,0,0,0,1.5,6,2,4,1,3,0,,PeevJa00
Kyle Peko,31,DET,DL,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,,PekoKy00
Michael Penix,24,ATL,QB,5,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,PeniMi00
Mike Pennel,33,KAN,DT,17,7,0,0,0,0,0,1,0,0,0,0,3,25,10,15,3,2,0,,PennMi00
Jabrill Peppers,29,NWE,S,6,6,1,0,0,0,2,1,0,0,0,0,0,40,20,20,2,0,0,,PeppJa00
Samaje Perine,29,KAN,RB,17,0,0,0,0,0,0,0,0,2,7,0,0,3,1,2,0,0,0,,PeriSa00
Denzel Perryman,32,LAC,LB,11,11,0,0,0,0,0,0,0,0,0,0,1,55,39,16,2,3,0,,PerrDe00
Dell Pettus,23,NWE,S,17,1,0,0,0,0,2,0,0,0,0,0,1,34,19,15,1,1,0,,PettDe00
Jeremiah Pharms,28,NWE,DT,16,5,0,0,0,0,0,0,0,0,0,0,2,33,16,17,4,5,0,,PharJe00
Andru Phillips,23,NYG,CB,14,6,1,25,0,25,1,2,0,0,0,0,1,71,46,25,7,1,0,,PhilAn02
Clark Phillips,23,ATL,CB,16,2,1,45,0,45,5,2,0,1,5,0,0,35,27,8,3,0,0,,PhilCl00
Del'Shawn Phillips,28,HOU,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,1,0,0,,PhilDe00
Harrison Phillips,28,MIN,DL,17,17,0,0,0,0,4,1,0,1,0,0,2,55,16,39,2,5,0,,PhilHa00
Jaelan Phillips,25,MIA,LB,4,3,0,0,0,0,2,0,0,0,0,0,1,6,2,4,1,2,0,,PhilJa02
Jordan Phillips,32,2TM,DT,9,0,1,2,0,2,1,0,0,0,0,0,0,6,4,2,0,2,0,,PhilJo01
George Pickens,23,PIT,WR,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,PickGe00
Zacch Pickens,24,CHI,DL,9,3,0,0,0,0,0,0,0,0,0,0,1,19,8,11,1,2,0,,PickZa00
Kenny Pickett,26,PHI,QB,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,PickKe00
Dameon Pierce,24,HOU,RB,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,PierDa01
Michael Pierce,32,BAL,NT,11,1,1,6,0,6,2,0,0,0,0,0,2,19,6,13,1,4,0,,PierMi00
James Pierre,28,PIT,CB,15,2,1,18,0,18,3,2,0,0,0,0,0,23,17,6,0,0,0,,PierJa01
Brandon Pili,25,MIA,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,,PiliBr00
Bradley Pinion,30,ATL,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,PiniBr00
Jason Pinnock,25,NYG,S,16,16,0,0,0,0,1,0,0,0,0,0,3,85,50,35,4,3,0,,PinnJa01
Jalen Pitre,25,HOU,S,12,12,1,10,0,10,8,1,0,0,0,0,0,65,44,21,6,2,0,,PitrJa00
Anthony Pittman,28,2TM,LB,4,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,,PittAn01
Michael Pittman Jr.,27,IND,WR,16,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,PittMi01
Isaiah Pola-Mao,25,LVR,S,17,14,0,0,0,0,5,2,0,0,0,0,1,89,57,32,2,1,0,,PolaIs00
Tony Pollard,27,TEN,RB,16,16,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,PollTo00
Joey Porter Jr.,24,PIT,CB,16,16,1,16,0,16,7,0,0,0,0,0,0,70,53,17,2,0,0,,PortJo02
Brandon Powell,29,MIN,WR,17,1,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,,PoweBr00
Jordan Poyer,33,MIA,S,16,16,0,0,0,0,3,0,0,0,0,0,0,98,51,47,0,1,0,,PoyeJo00
Germaine Pratt,28,CIN,LB,17,17,2,26,0,24,6,2,0,2,9,0,0,143,80,63,5,4,0,,PratGe00
Adam Prentice,27,NOR,FB,17,7,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,,PrenAd00
Dak Prescott,31,DAL,QB,8,8,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,,PresDa01
Bobby Price,26,WAS,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,PricBo00
Troy Pride Jr.,26,DAL,CB,2,1,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,,PridTr00
Deantre Prince,24,JAX,CB,10,0,0,0,0,0,1,0,0,0,0,0,0,8,6,2,0,0,0,,PrinDe01
Nehemiah Pritchett,23,SEA,CB,10,1,0,0,0,0,1,0,0,0,0,0,0,12,8,4,0,0,0,,PritNe00
James Proche,28,CLE,WR,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ProcJa00
MyCole Pruitt,32,PIT,TE,12,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,PruiMy00
Matt Pryor,30,CHI,OL,17,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,PryoMa00
Brock Purdy,25,SFO,QB,15,15,0,0,0,0,0,0,7,0,-11,0,0,0,0,0,0,0,0,,PurdBr00
Shaquille Quarterman,27,LAC,LB,10,0,0,0,0,0,0,0,0,1,0,0,0,6,5,1,0,0,0,,QuarSh00
Patrick Queen,25,PIT,LB,17,17,0,0,0,0,7,2,0,1,0,0,1,129,65,64,6,5,0,,QueePa00
Frank Ragnow,28,DET,C,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PBAP-2,RagnFr00
Ennis Rakestraw,22,DET,CB,8,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,,RakeEn00
Jalen Ramsey,30,MIA,CB,17,17,2,7,0,7,11,0,0,0,0,0,1,60,39,21,6,4,0,,RamsJa00
Sheldon Rankins,30,CIN,DT,7,7,0,0,0,0,0,0,0,0,0,0,1,18,10,8,1,1,0,,RankSh00
Taylor Rapp,27,BUF,S,14,14,2,5,0,5,6,1,0,0,0,0,0,82,48,34,2,0,0,,RappTa00
Spencer Rattler,24,NOR,QB,7,6,0,0,0,0,0,0,5,1,-5,0,0,0,0,0,0,0,0,,RattSp00
LaBryan Ray,27,CAR,DE,16,9,0,0,0,0,0,0,0,0,0,0,1,41,15,26,2,2,0,,RayxLa02
D.J. Reader,30,DET,DL,15,15,0,0,0,0,1,0,0,0,0,0,3,23,11,12,4,8,0,,ReadD.00
Jalen Reagor,25,LAC,WR,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ReagJa00
Jeremy Reaves,28,WAS,S,17,0,0,0,0,0,0,1,0,0,0,0,0,20,9,11,0,0,0,,ReavJe00
Haason Reddick,30,NYJ,LB,10,2,0,0,0,0,1,1,0,0,0,0,1,14,9,5,2,3,0,,ReddHa00
Jalen Redmond,25,MIN,DL,13,2,0,0,0,0,2,0,0,0,0,0,1,18,10,8,6,1,0,,RedmJa01
D.J. Reed,28,NYJ,CB,14,14,0,0,0,0,11,0,0,0,0,0,1,64,52,12,4,1,0,,ReedD.00
Jarran Reed,32,SEA,NT,17,8,0,0,0,0,2,1,0,0,0,0,4.5,45,21,24,5,15,0,,ReedJa02
